CustomerID,Recency,Frequency,Monetary
12471.0,2,68,16121.26
12472.0,32,19,11845.96
12473.0,54,3,2185.29
12474.0,17,28,9896.6
12475.0,54,2,908.47
12476.0,16,16,7574.57
12477.0,23,9,7928.76
12478.0,4,1,529.59
12479.0,11,1,438.85
12480.0,28,7,3508.01
12481.0,23,14,5241.76
12482.0,601,6,259.14
12483.0,17,16,1967.49
12484.0,35,9,4720.02
12485.0,529,1,482.68
12486.0,432,1,793.88
12488.0,10,3,820.27
12489.0,336,1,203.93
12490.0,5,20,6942.08
12491.0,39,1,350.75
12492.0,63,3,568.36
12493.0,166,2,355.12
12494.0,16,9,1381.66
12495.0,641,1,268.4
12496.0,620,2,45.34
12497.0,82,2,134.34
12498.0,21,3,349.70000000000005
12499.0,560,1,327.21
12500.0,50,14,1070.99
12501.0,337,1,1897.33
12502.0,96,5,1805.93
12504.0,30,3,189.0
12505.0,409,1,657.02
12506.0,233,1,70.1
12507.0,299,2,603.8
12508.0,26,2,397.88
12509.0,284,1,50.5
12510.0,143,7,1979.9
12511.0,429,1,2588.7400000000002
12512.0,66,2,130.48
12513.0,113,1,520.04
12514.0,267,2,1285.54
12515.0,353,1,203.3
12516.0,78,4,692.29
12517.0,28,4,2263.46
12518.0,1,5,1691.14
12519.0,64,2,600.22
12520.0,79,5,2033.76
12521.0,143,1,482.43
12522.0,39,2,152.72
12523.0,19,23,3373.43
12524.0,9,11,2271.07
12525.0,498,3,810.29
12526.0,1,3,1111.96
12527.0,82,4,398.21000000000004
12528.0,9,6,1079.85
12529.0,528,1,293.18
12530.0,60,9,1983.05
12531.0,15,2,1669.81
12532.0,30,1,264.83000000000004
12533.0,628,2,1027.47
12534.0,131,1,866.23
12535.0,92,2,538.75
12536.0,59,1,3652.28
12537.0,409,1,602.6
12538.0,29,2,458.36
12539.0,22,7,7830.76
12540.0,20,31,10568.31
12541.0,30,3,789.74
12542.0,484,2,395.01
12543.0,448,1,656.11
12544.0,36,1,309.9
12545.0,75,2,759.3299999999999
12546.0,47,2,982.08
12547.0,198,3,299.58
12548.0,166,1,67.19999999999999
12549.0,576,5,894.3199999999999
12550.0,79,1,796.78
12551.0,358,1,168.0
12552.0,40,1,215.47
12553.0,8,12,3417.0
12554.0,449,1,360.1
12556.0,50,2,542.51
12557.0,158,2,137.7
12558.0,8,1,145.16
12559.0,320,1,223.46
12560.0,5,2,1569.86
12561.0,303,1,231.05
12562.0,8,9,3214.04
12563.0,409,1,131.24
12564.0,261,1,348.65
12565.0,289,1,145.92
12566.0,86,1,234.63
12567.0,23,15,8776.7
12568.0,645,1,30.7
12569.0,2,31,2541.26
12571.0,40,2,512.05
12572.0,9,2,700.87
12573.0,227,5,637.45
12574.0,316,1,162.55
12575.0,457,2,541.4399999999999
12576.0,36,8,1958.47
12577.0,35,8,1491.33
12578.0,21,4,2881.66
12579.0,78,1,354.12
12580.0,247,2,962.27
12581.0,40,1,169.76
12582.0,239,4,1443.55
12583.0,3,26,5129.44
12584.0,4,8,1230.52
12585.0,234,2,1195.25
12586.0,17,4,1470.8600000000001
12587.0,8,1,20.8
12588.0,39,3,529.73
12589.0,29,6,2508.43
12591.0,317,3,871.5
12592.0,92,4,907.3399999999999
12593.0,109,3,342.59999999999997
12594.0,47,12,3214.37
12595.0,505,1,214.95
12596.0,51,2,324.61
12597.0,19,4,2594.47
12598.0,10,10,3085.1
12599.0,29,13,1624.57
12600.0,29,19,1118.23
12601.0,190,6,428.91999999999996
12602.0,59,1,129.22
12604.0,79,2,236.18
12605.0,376,3,1076.62
12607.0,60,1,1505.71
12608.0,405,1,95.05
12609.0,78,9,2601.61
12610.0,23,4,1437.55
12611.0,52,1,959.92
12612.0,74,1,265.95
12613.0,57,9,5079.63
12614.0,278,1,253.65
12615.0,2,8,4029.04
12616.0,95,3,760.41
12617.0,29,1,333.08
12618.0,22,1,133.91
12619.0,16,9,886.4399999999999
12620.0,15,3,1159.64
12621.0,2,33,10166.55
12622.0,232,1,123.85
12623.0,276,7,2548.0
12624.0,106,2,542.78
12625.0,212,4,2770.97
12626.0,23,9,3991.96
12627.0,11,6,3465.53
12628.0,4,3,677.96
12629.0,386,2,505.42
12630.0,10,2,916.8
12631.0,57,6,2904.0
12632.0,521,2,344.71
12633.0,59,7,4319.99
12634.0,548,1,360.0
12635.0,90,4,2464.8
12637.0,67,12,6741.21
12638.0,33,2,602.89
12639.0,239,3,967.02
12640.0,25,2,696.28
12641.0,115,1,141.4
12642.0,25,3,581.08
12643.0,221,1,12.08
12644.0,130,4,1577.18
12645.0,34,8,2304.03
12646.0,5,2,754.16
12647.0,22,30,6386.58
12648.0,155,4,884.15
12649.0,107,7,1327.74
12650.0,3,1,147.64000000000001
12651.0,335,4,376.75
12652.0,331,2,750.33
12653.0,149,3,1215.68
12654.0,11,5,499.33
12655.0,424,1,206.70000000000002
12656.0,17,8,3516.69
12657.0,11,4,591.37
12658.0,19,1,557.61
12659.0,30,1,45.6
12660.0,11,1,221.25
12661.0,436,1,162.0
12662.0,1,20,5679.46
12663.0,625,2,105.81
12664.0,87,3,108.0
12665.0,325,3,257.6
12666.0,394,1,440.9
12667.0,58,1,447.34
12668.0,12,9,8154.42
12669.0,151,2,1388.09
12670.0,10,7,1658.5
12671.0,606,1,324.26099999999997
12672.0,330,2,336.76
12673.0,5,3,941.59
12674.0,39,4,1257.07
12675.0,578,1,680.2
12676.0,25,10,1684.8799999999999
12677.0,555,2,338.92
12678.0,43,12,1294.75
12679.0,284,1,656.61
12680.0,1,4,747.5
12681.0,15,43,19088.28
12682.0,4,50,14843.42
12683.0,4,20,6945.34
12684.0,8,6,1362.44
12685.0,28,6,2247.12
12686.0,372,1,71.14
12687.0,481,1,1712.05
12688.0,114,1,2193.97
12689.0,26,2,937.65
12690.0,206,1,257.23
12691.0,58,5,539.12
12692.0,637,1,108.75
12693.0,127,6,1084.43
12694.0,70,3,1241.97
12695.0,7,7,1044.09
12696.0,435,2,728.51
12697.0,29,3,602.46
12698.0,590,1,173.45
12699.0,418,1,517.26
12700.0,8,4,3725.1
12701.0,80,6,2112.16
12702.0,20,1,201.0
12703.0,71,4,877.0
12704.0,7,7,1100.24
12705.0,15,13,8836.09
12707.0,292,1,423.33
12708.0,30,18,4009.3
12709.0,15,27,4620.14
12710.0,97,3,964.87
12711.0,612,2,944.3199999999999
12712.0,29,21,3474.4
12713.0,1,1,628.5
12714.0,9,12,10175.03
12715.0,106,1,263.36
12716.0,4,2,935.67
12717.0,151,3,1013.46
12718.0,71,1,182.35
12719.0,5,2,511.05
12720.0,3,29,6133.45
12721.0,32,8,3210.88
12722.0,85,3,714.7
12723.0,4,4,542.16
12724.0,5,7,1826.2
12725.0,371,3,1387.1200000000001
12726.0,28,11,2331.95
12727.0,11,10,2965.38
12728.0,71,5,747.32
12729.0,114,1,371.81
12730.0,522,1,651.3
12731.0,24,14,3421.17
12732.0,180,1,212.01000000000002
12733.0,234,4,1711.6
12734.0,353,3,220.85
12735.0,315,2,400.07
12738.0,372,1,122.9
12739.0,99,2,1114.08
12740.0,64,1,382.3
12741.0,533,1,236.07
12742.0,626,1,995.0
12743.0,134,2,456.43
12744.0,56,8,3665.36
12745.0,487,2,306.53
12746.0,541,1,249.75
12747.0,2,26,3310.92
12748.0,1,309,31364.98
12749.0,4,9,4604.9
12750.0,129,1,194.3
12751.0,445,1,267.57
12752.0,81,1,177.1
12753.0,23,5,157.38
12754.0,277,2,61.62
12755.0,281,10,293.34999999999997
12756.0,87,1,50.879999999999995
12757.0,16,7,2923.1
12758.0,117,7,3727.58
12759.0,52,8,4224.7
12760.0,456,1,317.8
12761.0,465,1,475.40999999999997
12762.0,8,2,913.18
12763.0,369,1,260.08
12764.0,317,1,595.27
12765.0,472,5,908.14
12766.0,4,9,6138.48
12767.0,376,1,675.4100000000001
12768.0,451,1,150.45000000000002
12769.0,239,1,427.35
12771.0,486,1,182.0
12772.0,60,1,626.8199999999999
12773.0,564,1,35.55
12774.0,536,1,83.7
12775.0,17,7,1219.46
12776.0,668,1,27.5
12777.0,458,1,382.7
12778.0,20,9,1311.71
12779.0,38,14,4346.39
12780.0,599,1,201.68
12781.0,64,2,261.45
12782.0,5,11,3251.85
12783.0,2,4,1173.8
12784.0,15,2,1370.07
12785.0,364,3,695.15
12786.0,610,1,132.70000000000002
12787.0,10,4,654.79
12788.0,463,4,384.9
12790.0,192,2,369.56
12791.0,600,3,367.28999999999996
12792.0,257,2,664.01
12793.0,335,3,672.73
12794.0,53,2,731.67
12795.0,19,1,192.14
12797.0,366,2,434.05
12798.0,422,1,43.49
12799.0,529,1,202.4
12800.0,470,2,500.25
12801.0,501,1,727.4
12802.0,187,5,1978.75
12803.0,393,1,891.5699999999999
12804.0,466,2,287.57
12805.0,382,4,800.35
12806.0,572,2,769.48
12807.0,383,1,189.1
12808.0,37,5,733.25
12809.0,178,3,1065.47
12810.0,535,2,473.99
12811.0,262,4,869.15
12812.0,45,1,229.64000000000001
12813.0,502,3,567.97
12815.0,148,2,707.13
12816.0,96,2,365.7
12817.0,281,3,399.89
12818.0,262,1,75.60000000000001
12819.0,458,1,299.40999999999997
12820.0,3,11,2259.73
12821.0,214,2,213.82
12822.0,71,2,765.89
12824.0,60,1,376.43
12825.0,521,2,257.8
12826.0,3,12,2378.25
12827.0,6,3,385.6
12828.0,3,6,869.51
12829.0,337,3,84.02
12831.0,262,3,321.75
12832.0,32,2,379.03
12833.0,145,1,326.73
12834.0,283,1,288.58000000000004
12835.0,428,41,4969.18
12836.0,59,15,3944.91
12837.0,173,2,460.88
12838.0,34,10,2250.08
12839.0,3,25,8240.49
12840.0,144,7,3432.71
12841.0,5,40,5693.89
12842.0,70,4,626.15
12843.0,160,22,2115.47
12844.0,29,4,590.04
12845.0,269,2,67.29
12847.0,22,2,967.66
12848.0,676,1,154.3
12849.0,31,6,1648.98
12851.0,97,2,213.91
12852.0,295,1,264.15000000000003
12853.0,135,11,2484.02
12854.0,79,7,2376.77
12855.0,373,4,381.09000000000003
12856.0,8,6,1934.72
12857.0,211,6,2072.56
12858.0,383,1,118.82
12859.0,459,1,221.7
12860.0,693,1,39.22
12861.0,620,1,52.099999999999994
12862.0,426,2,805.84
12863.0,52,6,526.46
12864.0,138,2,11.149999999999999
12865.0,26,4,2878.41
12866.0,283,3,908.02
12867.0,26,13,7277.48
12868.0,186,8,1977.3100000000002
12869.0,682,1,230.57
12870.0,375,3,1255.39
12871.0,84,3,179.29
12872.0,327,12,2710.96
12873.0,398,2,411.4
12874.0,385,2,608.6
12876.0,58,4,2044.0
12877.0,4,19,2480.88
12878.0,236,2,851.59
12879.0,45,2,45.160000000000004
12880.0,382,2,584.28
12881.0,276,1,93.8
12883.0,25,4,587.87
12884.0,88,1,130.25
12885.0,63,3,980.42
12886.0,68,2,1203.53
12887.0,384,1,193.70000000000002
12888.0,255,1,25.200000000000003
12889.0,381,4,321.96000000000004
12890.0,24,2,632.71
12892.0,397,1,248.43
12893.0,31,1,174.12
12894.0,575,1,108.6
12895.0,42,2,335.05
12897.0,205,3,157.35
12898.0,660,1,134.57
12899.0,414,1,234.85
12900.0,422,1,233.29
12901.0,10,13,663.31
12902.0,265,1,100.28
12903.0,429,1,778.11
12904.0,18,2,343.96
12905.0,577,2,749.95
12906.0,12,4,553.13
12907.0,396,2,337.71000000000004
12909.0,40,8,1848.32
12910.0,23,11,1297.76
12911.0,552,1,1194.16
12912.0,8,2,46.8
12913.0,5,10,842.45
12914.0,401,1,81.06
12915.0,149,4,724.6
12916.0,139,7,2337.59
12917.0,400,4,405.6
12919.0,8,6,799.52
12920.0,17,3,391.27
12921.0,9,73,22444.78
12922.0,161,1,397.96999999999997
12923.0,64,3,412.73
12924.0,88,12,599.33
12925.0,5,3,673.8299999999999
12926.0,411,4,1444.57
12927.0,395,1,180.35999999999999
12928.0,35,12,2875.2400000000002
12929.0,312,1,83.45
12930.0,78,2,398.95
12931.0,67,7,190.47
12932.0,539,8,1210.26
12933.0,24,8,1363.96
12935.0,2,15,3749.33
12936.0,17,3,616.3
12937.0,15,9,2383.17
12938.0,26,1,100.22
12940.0,55,2,627.12
12941.0,724,1,268.23
12942.0,131,3,517.8
12943.0,558,2,224.5
12944.0,36,2,519.81
12945.0,288,2,731.9300000000001
12946.0,437,1,293.8
12947.0,144,5,1181.46
12948.0,16,9,1974.07
12949.0,31,22,12123.97
12950.0,8,2,117.8
12951.0,9,15,3112.69
12952.0,6,4,1168.66
12953.0,10,2,664.9
12954.0,639,1,136.95
12955.0,1,11,2764.71
12956.0,306,4,486.68
12957.0,10,13,7423.8
12958.0,400,2,358.95
12959.0,484,1,86.55
12960.0,414,4,1082.72
12961.0,379,1,198.07
12962.0,7,2,240.5
12963.0,8,12,2792.58
12964.0,437,1,123.04
12965.0,89,1,678.21
12966.0,10,1,147.68
12967.0,372,2,769.04
12968.0,112,1,64.8
12969.0,603,1,46.2
12970.0,7,10,1233.02
12971.0,4,100,4951.14
12972.0,414,4,823.5400000000001
12973.0,414,1,70.05000000000001
12974.0,198,2,358.76
12975.0,437,6,1552.82
12976.0,212,8,2185.91
12977.0,156,3,221.63
12978.0,385,5,1869.28
12979.0,729,1,366.54
12981.0,30,2,372.21999999999997
12982.0,243,7,2464.5
12983.0,598,1,349.17
12984.0,19,1,97.5
12985.0,1,2,927.16
12986.0,429,10,1512.3300000000002
12987.0,74,5,959.42
12988.0,292,1,356.67
12989.0,9,5,160.63
12990.0,31,5,240.5
12991.0,23,3,620.22
12992.0,725,1,93.35000000000001
12993.0,23,8,1183.51
12994.0,4,3,845.02
12995.0,85,1,57.24
12996.0,376,1,235.65
12997.0,22,8,1641.95
12998.0,493,3,690.52
12999.0,205,2,291.33
13000.0,260,3,877.07
13001.0,4,33,13995.79
13002.0,318,3,399.29
13003.0,151,2,89.05000000000001
13004.0,12,36,10670.4
13005.0,174,4,682.83
13006.0,56,1,36.519999999999996
13007.0,580,1,116.1
13008.0,323,3,561.13
13010.0,374,2,164.97
13011.0,372,1,50.550000000000004
13012.0,9,11,2372.36
13013.0,1,27,7611.68
13014.0,11,10,3108.59
13015.0,53,11,4993.72
13016.0,73,3,706.34
13018.0,16,34,8469.21
13019.0,379,6,1107.26
13020.0,563,2,605.69
13021.0,4,17,3539.94
13022.0,430,1,49.3
13023.0,64,3,956.1700000000001
13024.0,471,2,452.6
13025.0,732,1,225.44
13026.0,1,8,937.93
13028.0,23,2,621.27
13029.0,31,4,197.5
13030.0,11,2,568.5
13031.0,407,5,2884.52
13032.0,52,9,2175.19
13033.0,357,2,220.55
13034.0,55,3,731.87
13035.0,74,3,642.48
13036.0,685,1,40.0
13037.0,138,12,3151.33
13038.0,80,3,379.26
13039.0,584,4,754.0600000000001
13040.0,9,2,676.99
13041.0,451,4,503.26
13042.0,598,3,1342.79
13043.0,273,1,144.7
13044.0,291,11,3129.32
13045.0,99,3,658.03
13046.0,31,3,789.65
13047.0,32,23,5379.78
13048.0,14,9,3573.32
13049.0,318,2,250.56
13050.0,15,34,10219.44
13051.0,579,1,69.8
13052.0,212,7,2496.32
13053.0,622,1,118.65
13055.0,78,4,2154.47
13056.0,551,1,146.13
13057.0,530,3,363.48
13058.0,58,2,137.70000000000002
13059.0,250,10,1781.3300000000002
13060.0,254,1,232.34
13061.0,72,1,136.26
13062.0,191,1,89.69999999999999
13063.0,481,1,188.4
13064.0,13,6,1169.1
13065.0,373,5,946.07
13066.0,24,2,395.25
13067.0,82,3,274.36
13069.0,1,37,5751.4
13070.0,192,4,571.0
13071.0,612,1,77.82
13072.0,267,1,176.76
13073.0,411,2,343.93
13074.0,511,3,352.91
13075.0,130,1,226.61
13076.0,458,1,135.4
13077.0,1,11,2316.66
13078.0,3,56,8661.83
13079.0,4,6,323.29
13080.0,179,4,260.83
13081.0,12,25,31217.65
13082.0,126,16,1365.83
13083.0,4,3,283.38
13085.0,158,8,1313.75
13086.0,383,1,420.16
13087.0,726,1,165.94
13088.0,417,1,184.26
13089.0,4,161,48012.39
13090.0,9,17,2264.78
13091.0,28,2,504.9
13092.0,71,12,1301.08
13093.0,276,45,9229.24
13094.0,389,1,35.01
13095.0,71,1,60.48
13097.0,33,27,9526.54
13098.0,1,24,5141.0599999999995
13101.0,234,4,462.25
13102.0,1,37,7437.03
13103.0,40,3,630.02
13104.0,3,6,229.85999999999999
13106.0,413,1,172.4
13107.0,44,9,2188.35
13108.0,373,2,484.60999999999996
13109.0,60,3,1038.54
13110.0,31,12,2183.39
13111.0,719,1,141.4
13112.0,541,1,20.6
13113.0,1,36,2981.78
13114.0,731,1,186.93
13115.0,12,10,4635.23
13116.0,138,1,366.29
13117.0,22,18,1948.2
13118.0,20,9,1147.1100000000001
13119.0,669,1,134.9
13120.0,239,1,30.599999999999998
13121.0,269,1,277.95
13122.0,240,1,842.8
13123.0,473,2,444.6
13124.0,90,4,3427.7
13125.0,524,1,108.68
13126.0,5,13,3284.55
13127.0,78,1,259.17
13129.0,452,2,185.55
13130.0,94,1,25.0
13131.0,23,7,2219.35
13132.0,262,1,27.799999999999997
13133.0,274,3,145.10000000000002
13134.0,86,6,1995.67
13135.0,491,1,230.0
13136.0,56,13,5501.2
13137.0,11,16,7141.12
13138.0,22,7,1254.26
13139.0,16,7,4222.68
13140.0,108,5,867.3199999999999
13141.0,85,17,5845.32
13142.0,19,1,215.92
13143.0,585,1,396.1
13144.0,333,2,71.6
13145.0,92,1,15.0
13146.0,26,1,132.91
13148.0,29,25,6990.41
13149.0,14,4,1177.96
13150.0,484,3,49.550000000000004
13151.0,296,3,1740.75
13152.0,417,7,1902.3300000000002
13153.0,6,1,181.8
13154.0,399,3,1295.8600000000001
13155.0,33,6,1234.94
13156.0,385,3,1416.65
13157.0,49,9,3955.27
13158.0,95,5,1504.9
13159.0,9,4,1258.86
13160.0,22,1,88.39999999999999
13161.0,313,2,357.05
13162.0,122,15,2344.95
13163.0,610,1,16.25
13164.0,569,2,119.05000000000001
13165.0,46,3,421.43
13166.0,283,2,650.5600000000001
13167.0,19,5,785.42
13168.0,36,5,1463.34
13169.0,64,3,253.84
13170.0,27,1,106.6
13171.0,22,3,292.26
13173.0,4,11,1867.18
13174.0,16,11,6724.47
13175.0,582,2,654.65
13176.0,46,1,361.13
13177.0,65,2,512.2
13178.0,26,21,11494.71
13179.0,619,1,571.53
13180.0,607,1,82.7
13181.0,381,1,307.29
13182.0,45,1,121.18
13183.0,8,14,1246.75
13184.0,15,10,1401.46
13186.0,40,3,1367.39
13187.0,337,4,296.15999999999997
13189.0,19,2,191.04
13190.0,544,3,201.75
13191.0,658,1,162.44
13192.0,95,6,2360.93
13193.0,61,1,92.63
13194.0,136,1,60.7
13195.0,414,1,126.08
13196.0,11,7,2611.88
13197.0,610,1,288.15000000000003
13198.0,10,8,4605.61
13199.0,8,35,1437.02
13200.0,19,4,598.87
13201.0,502,4,968.14
13202.0,394,7,1083.44
13203.0,10,10,2372.44
13204.0,731,1,796.6600000000001
13206.0,400,13,5924.62
13207.0,15,3,247.70999999999998
13208.0,59,9,1708.7
13209.0,30,10,4861.61
13210.0,94,1,293.0
13211.0,10,9,1169.71
13212.0,20,3,597.08
13213.0,57,11,2695.13
13214.0,418,7,3055.76
13216.0,268,1,10.5
13218.0,127,1,62.42999999999999
13219.0,618,1,67.55
13220.0,78,3,605.69
13221.0,240,2,559.3100000000001
13223.0,200,3,111.15
13224.0,60,2,1307.3
13225.0,606,4,332.72999999999996
13226.0,273,2,289.76
13227.0,202,1,90.0
13229.0,226,1,135.65
13230.0,4,30,4807.55
13232.0,13,7,1100.26
13233.0,74,4,933.39
13234.0,673,2,314.35
13235.0,212,1,786.78
13236.0,25,2,544.16
13237.0,388,1,404.04
13238.0,23,5,791.6800000000001
13239.0,262,5,1225.33
13240.0,96,8,1332.77
13241.0,412,1,108.68
13242.0,112,7,699.4
13243.0,203,5,1013.1800000000001
13244.0,93,1,106.59
13245.0,51,2,789.77
13246.0,18,10,2056.62
13247.0,22,3,333.6
13248.0,125,2,434.21
13249.0,93,2,137.23
13250.0,502,1,133.09
13251.0,402,1,252.68
13252.0,394,2,260.75
13253.0,157,3,633.95
13254.0,376,1,50.81
13255.0,9,3,256.47
13257.0,436,1,81.95
13258.0,12,4,487.89
13259.0,62,9,1154.0
13260.0,61,1,82.32000000000001
13262.0,263,3,469.31
13263.0,1,38,7711.96
13264.0,443,1,667.6999999999999
13265.0,53,5,1224.59
13266.0,11,19,4259.57
13267.0,3,36,6444.22
13268.0,18,10,2865.49
13269.0,1,27,6130.42
13271.0,37,1,211.49
13272.0,31,2,204.66000000000003
13273.0,113,1,136.37
13274.0,409,1,286.35
13275.0,384,2,181.41
13276.0,64,5,1564.3700000000001
13277.0,16,6,367.15
13278.0,41,4,1178.83
13279.0,78,1,137.75
13280.0,122,7,1845.51
13281.0,439,1,350.22
13282.0,18,4,603.99
13283.0,60,4,280.66
13284.0,331,1,161.24
13285.0,23,6,3190.25
13286.0,600,1,413.36
13287.0,603,3,736.39
13288.0,509,2,67.5
13289.0,724,1,231.85
13291.0,156,11,2744.76
13292.0,39,5,740.22
13293.0,392,6,1053.29
13294.0,190,3,1537.8899999999999
13295.0,360,4,1079.22
13296.0,137,6,743.69
13297.0,8,6,1628.08
13299.0,268,3,843.5200000000001
13300.0,169,3,848.9300000000001
13301.0,104,4,561.94
13303.0,400,1,51.769999999999996
13304.0,351,4,1052.56
13305.0,4,16,2448.15
13306.0,430,1,53.65
13307.0,120,3,240.19
13308.0,23,4,1126.99
13309.0,7,6,1673.61
13310.0,28,5,1350.1000000000001
13311.0,4,2,218.5
13312.0,451,1,43.75
13313.0,22,12,3049.73
13314.0,2,3,691.69
13315.0,689,1,307.26
13316.0,37,6,398.46
13317.0,66,19,4774.521
13318.0,1,3,271.63
13319.0,5,57,14661.91
13320.0,78,6,2211.6
13321.0,86,1,175.64
13322.0,17,1,153.48000000000002
13323.0,3,5,313.55
13324.0,36,5,169.31
13325.0,82,1,89.3
13326.0,432,1,215.31
13327.0,39,19,4310.03
13328.0,316,1,175.68
13329.0,32,8,1392.6
13330.0,93,6,1797.26
13331.0,402,1,154.2
13332.0,14,1,338.4
13333.0,411,3,771.87
13334.0,82,5,5478.67
13336.0,77,1,765.3000000000001
13337.0,546,1,1167.19
13338.0,158,4,1576.94
13339.0,201,1,703.97
13340.0,45,9,979.45
13341.0,261,1,616.05
13343.0,178,1,288.43
13344.0,68,3,1744.29
13345.0,288,1,299.70000000000005
13346.0,498,2,67.5
13347.0,70,1,92.37
13348.0,64,1,233.76
13349.0,11,1,197.32
13350.0,16,2,441.77
13351.0,66,1,323.94
13352.0,60,1,341.17999999999995
13354.0,71,1,689.4
13355.0,122,1,528.5
13356.0,80,1,608.6
13357.0,257,5,3187.76
13358.0,269,1,342.21
13359.0,64,2,894.48
13360.0,432,4,1068.89
13361.0,472,2,224.15
13362.0,9,7,4658.51
13363.0,18,3,1513.18
13364.0,71,1,133.70999999999998
13365.0,34,2,1840.3700000000001
13367.0,432,1,295.9
13368.0,257,4,891.17
13369.0,366,1,231.35
13370.0,372,1,640.0500000000001
13371.0,505,2,1227.27
13372.0,90,1,301.54
13373.0,61,6,5338.65
13374.0,415,2,211.31
13375.0,89,2,1090.31
13376.0,99,3,831.23
13377.0,397,2,1077.95
13379.0,26,3,550.61
13380.0,433,1,62.4
13381.0,32,12,5766.97
13382.0,281,5,1357.89
13384.0,31,11,3743.11
13385.0,330,1,426.67
13386.0,414,2,481.12
13387.0,417,1,175.29
13388.0,131,3,914.67
13389.0,11,3,709.26
13390.0,75,1,185.88
13392.0,677,1,91.14
13393.0,584,4,785.62
13394.0,2,19,5321.54
13395.0,185,3,954.8
13396.0,29,2,648.9
13397.0,73,8,1196.88
13398.0,192,2,595.79
13399.0,464,3,249.9
13400.0,583,1,306.51
13402.0,127,4,1076.37
13403.0,18,3,192.36
13404.0,1,2,185.54
13405.0,74,6,608.761
13406.0,427,1,15.0
13407.0,599,2,1327.76
13408.0,2,76,7176.042
13410.0,24,7,507.86
13411.0,107,1,203.60000000000002
13412.0,620,1,377.9
13413.0,640,5,144.38
13414.0,134,5,838.38
13415.0,630,3,576.99
13416.0,44,3,390.12
13417.0,5,6,1326.48
13418.0,12,31,7125.53
13419.0,64,1,221.06
13420.0,150,2,112.6
13421.0,40,8,2691.9
13422.0,64,1,2165.16
13423.0,429,1,207.07999999999998
13424.0,450,1,568.27
